"EntrezID","Symbol","Description","P value"
"55024","BANK1","B-cell scaffold protein with ankyrin repeats 1",1.20869538544621e-06
"7374","UNG","uracil DNA glycosylase",1.21004958120174e-06
"51686","OAZ3","ornithine decarboxylase antizyme 3",1.21340097813949e-06
"55230","USP40","ubiquitin specific peptidase 40",1.21663933827509e-06
"23321","TRIM2","tripartite motif containing 2",1.21920621076743e-06
"441549","CDNF","cerebral dopamine neurotrophic factor",1.22508293842749e-06
"9175","MAP3K13","mitogen-activated protein kinase kinase kinase 13",1.22671166047361e-06
"6793","STK10","serine/threonine kinase 10",1.22689074255611e-06
"666","BOK","BOK, BCL2 family apoptosis regulator",1.22984778838653e-06
"255919","CNEP1R1","CTD nuclear envelope phosphatase 1 regulatory subunit 1",1.23340478286327e-06
"79589","RNF128","ring finger protein 128, E3 ubiquitin protein ligase",1.23367392279583e-06
"85379","KIAA1671","KIAA1671",1.23386479677912e-06
"905","CCNT2","cyclin T2",1.23976525179259e-06
"25780","RASGRP3","RAS guanyl releasing protein 3",1.24880503382663e-06
"55325","UFSP2","UFM1 specific peptidase 2",1.26180082959948e-06
"5810","RAD1","RAD1 checkpoint DNA exonuclease",1.26617339080148e-06
"9351","SLC9A3R2","SLC9A3 regulator 2",1.27588576170901e-06
"7049","TGFBR3","transforming growth factor beta receptor 3",1.27700607222003e-06
"7052","TGM2","transglutaminase 2",1.28317800107691e-06
"10053","AP1M2","adaptor related protein complex 1 mu 2 subunit",1.28906445129306e-06
"55890","GPRC5C","G protein-coupled receptor class C group 5 member C",1.29228262002457e-06
"54964","C1orf56","chromosome 1 open reading frame 56",1.2931981847597e-06
"64223","MLST8","MTOR associated protein, LST8 homolog",1.29377925206509e-06
"7984","ARHGEF5","Rho guanine nucleotide exchange factor 5",1.294603185098e-06
"9246","UBE2L6","ubiquitin conjugating enzyme E2 L6",1.2969818630193e-06
"197259","MLKL","mixed lineage kinase domain like pseudokinase",1.30006539222904e-06
"6095","RORA","RAR related orphan receptor A",1.30348304505645e-06
"3981","LIG4","DNA ligase 4",1.30408381093794e-06
"54891","INO80D","INO80 complex subunit D",1.30526791664032e-06
"7703","PCGF2","polycomb group ring finger 2",1.31945482184648e-06
"85461","TANC1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",1.32031460764459e-06
"55035","NOL8","nucleolar protein 8",1.3203682962537e-06
"2001","ELF5","E74 like ETS transcription factor 5",1.3233614480912e-06
"1620","BRINP1","BMP/retinoic acid inducible neural specific 1",1.32754201509488e-06
"1106","CHD2","chromodomain helicase DNA binding protein 2",1.32888267545539e-06
"7752","ZNF200","zinc finger protein 200",1.33111708700007e-06
"6433","SFSWAP","splicing factor SWAP homolog",1.33674314317656e-06
"9980","DOPEY2","dopey family member 2",1.33897293086438e-06
"153733","CCDC112","coiled-coil domain containing 112",1.34218398617492e-06
"79315","OR7E91P","olfactory receptor family 7 subfamily E member 91 pseudogene",1.34219190295326e-06
"54726","OTUD4","OTU deubiquitinase 4",1.34335858670287e-06
"3831","KLC1","kinesin light chain 1",1.34353984737601e-06
"51280","GOLM1","golgi membrane protein 1",1.34378978255967e-06
"64236","PDLIM2","PDZ and LIM domain 2",1.35110809718064e-06
"10983","CCNI","cyclin I",1.35456338701267e-06
"219854","TMEM218","transmembrane protein 218",1.35646557097857e-06
"10307","APBB3","amyloid beta precursor protein binding family B member 3",1.36246412862917e-06
"51136","RNFT1","ring finger protein, transmembrane 1",1.36253786686691e-06
"3131","HLF","HLF, PAR bZIP transcription factor",1.36280548057588e-06
"57410","SCYL1","SCY1 like pseudokinase 1",1.36604052725087e-06
"7071","KLF10","Kruppel like factor 10",1.3668463358929e-06
"8323","FZD6","frizzled class receptor 6",1.37197207705775e-06
"22876","INPP5F","inositol polyphosphate-5-phosphatase F",1.37446471559777e-06
"999","CDH1","cadherin 1",1.37648767783993e-06
"3664","IRF6","interferon regulatory factor 6",1.3775101384006e-06
"2720","GLB1","galactosidase beta 1",1.38063060117766e-06
"5420","PODXL","podocalyxin like",1.39026298207057e-06
"155382","VPS37D","VPS37D, ESCRT-I subunit",1.39347835992343e-06
"51119","SBDS","SBDS, ribosome maturation factor",1.39754995753805e-06
"30817","ADGRE2","adhesion G protein-coupled receptor E2",1.4014159328557e-06
"1499","CTNNB1","catenin beta 1",1.40188837893795e-06
"51704","GPRC5B","G protein-coupled receptor class C group 5 member B",1.40437260787163e-06
"1855","DVL1","dishevelled segment polarity protein 1",1.40552886040979e-06
"152519","NIPAL1","NIPA like domain containing 1",1.41103986406321e-06
"84915","FAM222A","family with sequence similarity 222 member A",1.41143994014659e-06
"4536","MT-ND2","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2",1.415981064401e-06
"51303","FKBP11","FK506 binding protein 11",1.41682678234112e-06
"4072","EPCAM","epithelial cell adhesion molecule",1.42022534332931e-06
"128439","SNHG11","small nucleolar RNA host gene 11",1.42454290585903e-06
"51258","MRPL51","mitochondrial ribosomal protein L51",1.42619049503523e-06
"50862","RNF141","ring finger protein 141",1.42688752191589e-06
"6319","SCD","stearoyl-CoA desaturase",1.43160829735312e-06
"8624","PSMG1","proteasome assembly chaperone 1",1.43498227267447e-06
"10103","TSPAN1","tetraspanin 1",1.44178358119085e-06
"56548","CHST7","carbohydrate sulfotransferase 7",1.44658154677124e-06
"1366","CLDN7","claudin 7",1.44820409653246e-06
"64400","AKTIP","AKT interacting protein",1.45207356694321e-06
"121457","IKBIP","IKBKB interacting protein",1.45857038202912e-06
"109729141","TDRKH-AS1","TDRKH antisense RNA 1",1.45985809185678e-06
"286676","ILDR1","immunoglobulin like domain containing receptor 1",1.46452246485573e-06
"1632","ECI1","enoyl-CoA delta isomerase 1",1.46700586722837e-06
"4899","NRF1","nuclear respiratory factor 1",1.4674392396774e-06
"9121","SLC16A5","solute carrier family 16 member 5",1.46759418195863e-06
"4212","MEIS2","Meis homeobox 2",1.4692280096984e-06
"5046","PCSK6","proprotein convertase subtilisin/kexin type 6",1.47144176043668e-06
"4023","LPL","lipoprotein lipase",1.47309383913274e-06
"200186","CRTC2","CREB regulated transcription coactivator 2",1.47427381835818e-06
"79991","STN1","STN1, CST complex subunit",1.47731029909171e-06
"122830","NAA30","N(alpha)-acetyltransferase 30, NatC catalytic subunit",1.4824258096624e-06
"5894","RAF1","Raf-1 proto-oncogene, serine/threonine kinase",1.48245316622386e-06
"4170","MCL1","MCL1, BCL2 family apoptosis regulator",1.48747403694305e-06
"2746","GLUD1","glutamate dehydrogenase 1",1.4877603868868e-06
"10981","RAB32","RAB32, member RAS oncogene family",1.49386401115947e-06
"83860","TAF3","TATA-box binding protein associated factor 3",1.49804164695233e-06
"83666","PARP9","poly(ADP-ribose) polymerase family member 9",1.50039048185668e-06
"9275","BCL7B","BCL tumor suppressor 7B",1.50296335699185e-06
"79363","RSG1","REM2 and RAB like small GTPase 1",1.50437734647291e-06
"63901","FAM111A","family with sequence similarity 111 member A",1.50467331816451e-06
"11236","RNF139","ring finger protein 139",1.50522917841123e-06
"644","BLVRA","biliverdin reductase A",1.50721812952614e-06
"29093","MRPL22","mitochondrial ribosomal protein L22",1.50888582250985e-06
"11275","KLHL2","kelch like family member 2",1.51125328229362e-06
"78992","YIPF2","Yip1 domain family member 2",1.51419312555134e-06
"152503","SH3D19","SH3 domain containing 19",1.51939977621751e-06
"64418","TMEM168","transmembrane protein 168",1.52058043023651e-06
"55534","MAML3","mastermind like transcriptional coactivator 3",1.52490439175867e-06
"64434","NOM1","nucleolar protein with MIF4G domain 1",1.52768581962448e-06
"100506686","IQCH-AS1","IQCH antisense RNA 1",1.53891686172081e-06
"8508","NIPSNAP1","nipsnap homolog 1",1.54262312479503e-06
"1808","DPYSL2","dihydropyrimidinase like 2",1.5463612021982e-06
"57645","POGK","pogo transposable element derived with KRAB domain",1.54778484107165e-06
"64431","ACTR6","ARP6 actin related protein 6 homolog",1.55736843021614e-06
"10762","NUP50","nucleoporin 50",1.55802575063646e-06
"29911","HOOK2","hook microtubule tethering protein 2",1.56072719048606e-06
"7286","TUFT1","tuftelin 1",1.57077119600224e-06
"64081","PBLD","phenazine biosynthesis like protein domain containing",1.57266560341096e-06
"27348","TOR1B","torsin family 1 member B",1.57521690102858e-06
"1534","CYB561","cytochrome b561",1.57576114290237e-06
"14","AAMP","angio associated migratory cell protein",1.58194781985088e-06
"4780","NFE2L2","nuclear factor, erythroid 2 like 2",1.60447605856984e-06
"23660","ZKSCAN5","zinc finger with KRAB and SCAN domains 5",1.60765225443171e-06
"58533","SNX6","sorting nexin 6",1.61349399818711e-06
"150696","PROM2","prominin 2",1.61368094231396e-06
"255743","NPNT","nephronectin",1.6180673048094e-06
"78999","LRFN4","leucine rich repeat and fibronectin type III domain containing 4",1.61816898358591e-06
"781","CACNA2D1","calcium voltage-gated channel auxiliary subunit alpha2delta 1",1.62664314018457e-06
"4599","MX1","MX dynamin like GTPase 1",1.62760384803118e-06
"2145","EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit",1.63529380914351e-06
"2639","GCDH","glutaryl-CoA dehydrogenase",1.64200974106521e-06
"85439","STON2","stonin 2",1.64913460676264e-06
"79022","TMEM106C","transmembrane protein 106C",1.65292709941589e-06
"51128","SAR1B","secretion associated Ras related GTPase 1B",1.65308207766834e-06
"9479","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1",1.65735779933396e-06
"57619","SHROOM3","shroom family member 3",1.65907580973457e-06
"377677","CA13","carbonic anhydrase 13",1.66453980821046e-06
"4719","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1",1.66618407793084e-06
"8644","AKR1C3","aldo-keto reductase family 1 member C3",1.66788487299119e-06
"498","ATP5A1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",1.67112718973961e-06
"379025","PSMA3-AS1","PSMA3 antisense RNA 1",1.67365864789382e-06
"9581","PREPL","prolyl endopeptidase-like",1.67502534598185e-06
"23639","LRRC6","leucine rich repeat containing 6",1.6756799197104e-06
"8554","PIAS1","protein inhibitor of activated STAT 1",1.67659956096244e-06
"84561","SLC12A8","solute carrier family 12 member 8",1.67736798872831e-06
"55007","FAM118A","family with sequence similarity 118 member A",1.68033793768174e-06
"29957","SLC25A24","solute carrier family 25 member 24",1.68076230322445e-06
"85014","TMEM141","transmembrane protein 141",1.68287619017882e-06
"22824","HSPA4L","heat shock protein family A (Hsp70) member 4 like",1.68562610380896e-06
"3689","ITGB2","integrin subunit beta 2",1.68935610034282e-06
"9706","ULK2","unc-51 like autophagy activating kinase 2",1.69100239388875e-06
"79822","ARHGAP28","Rho GTPase activating protein 28",1.69174929465221e-06
"7421","VDR","vitamin D receptor",1.69182743525731e-06
"55359","STYK1","serine/threonine/tyrosine kinase 1",1.70067984917033e-06
"126321","MFSD12","major facilitator superfamily domain containing 12",1.70210619199196e-06
"123","PLIN2","perilipin 2",1.70510265906643e-06
"59084","ENPP5","ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)",1.70954286271563e-06
"9827","RGP1","RGP1 homolog, RAB6A GEF complex partner 1",1.71443430052598e-06
"1145","CHRNE","cholinergic receptor nicotinic epsilon subunit",1.71566502960019e-06
"284058","KANSL1","KAT8 regulatory NSL complex subunit 1",1.71709387997154e-06
"391356","PTRHD1","peptidyl-tRNA hydrolase domain containing 1",1.71754310740457e-06
"54093","SETD4","SET domain containing 4",1.72168093037772e-06
"956","ENTPD3","ectonucleoside triphosphate diphosphohydrolase 3",1.73060313879425e-06
"8676","STX11","syntaxin 11",1.73144879234144e-06
"8613","PLPP3","phospholipid phosphatase 3",1.73315371854166e-06
"2936","GSR","glutathione-disulfide reductase",1.73450434692857e-06
"55106","SLFN12","schlafen family member 12",1.73625987254233e-06
"8635","RNASET2","ribonuclease T2",1.74064824398634e-06
"153769","SH3RF2","SH3 domain containing ring finger 2",1.75366661481213e-06
"9424","KCNK6","potassium two pore domain channel subfamily K member 6",1.75500588417421e-06
"3344","FOXN2","forkhead box N2",1.75720982986682e-06
"23333","DPY19L1","dpy-19 like 1",1.76213664337954e-06
"58473","PLEKHB1","pleckstrin homology domain containing B1",1.76396178364069e-06
"153562","MARVELD2","MARVEL domain containing 2",1.76804023677146e-06
"79085","SLC25A23","solute carrier family 25 member 23",1.76818915254007e-06
"301","ANXA1","annexin A1",1.77246159593913e-06
"55823","VPS11","VPS11, CORVET/HOPS core subunit",1.77395658684798e-06
"83660","TLN2","talin 2",1.7743375868573e-06
"7126","TNFAIP1","TNF alpha induced protein 1",1.77759370711961e-06
"147798","TMC4","transmembrane channel like 4",1.78280901064198e-06
"65263","PYCR3","pyrroline-5-carboxylate reductase 3",1.78371494508056e-06
"3416","IDE","insulin degrading enzyme",1.78866108746512e-06
"7204","TRIO","trio Rho guanine nucleotide exchange factor",1.79533428312784e-06
"5965","RECQL","RecQ like helicase",1.7959789466726e-06
"100289098","GS1-124K5.4","uncharacterized LOC100289098",1.8002748606305e-06
"3155","HMGCL","3-hydroxymethyl-3-methylglutaryl-CoA lyase",1.80177039466045e-06
"2053","EPHX2","epoxide hydrolase 2",1.80254807358171e-06
"28998","MRPL13","mitochondrial ribosomal protein L13",1.81257653331102e-06
"3659","IRF1","interferon regulatory factor 1",1.82537392423576e-06
"388962","BOLA3","bolA family member 3",1.82691629369014e-06
"6275","S100A4","S100 calcium binding protein A4",1.82818061689183e-06
"3983","ABLIM1","actin binding LIM protein 1",1.83975424006277e-06
"55277","FGGY","FGGY carbohydrate kinase domain containing",1.85512710393354e-06
"3691","ITGB4","integrin subunit beta 4",1.86009307512336e-06
"5216","PFN1","profilin 1",1.86015962255759e-06
"3964","LGALS8","galectin 8",1.86380282707344e-06
"23348","DOCK9","dedicator of cytokinesis 9",1.87983373622913e-06
"56160","NSMCE3","NSE3 homolog, SMC5-SMC6 complex component",1.88545258095196e-06
"134353","LSM11","LSM11, U7 small nuclear RNA associated",1.88907748044365e-06
"132","ADK","adenosine kinase",1.89137787542926e-06
"126823","KLHDC9","kelch domain containing 9",1.89215696333456e-06
"483","ATP1B3","ATPase Na+/K+ transporting subunit beta 3",1.89548393225714e-06
"55835","CENPJ","centromere protein J",1.89699085340056e-06
"8804","CREG1","cellular repressor of E1A stimulated genes 1",1.90352313844677e-06
"84261","FBXW9","F-box and WD repeat domain containing 9",1.90955877521493e-06
"10487","CAP1","cyclase associated actin cytoskeleton regulatory protein 1",1.91256699788589e-06
"81932","HDHD3","haloacid dehalogenase like hydrolase domain containing 3",1.91738904586902e-06
"493856","CISD2","CDGSH iron sulfur domain 2",1.92494120065945e-06
"23347","SMCHD1","structural maintenance of chromosomes flexible hinge domain containing 1",1.92681321320443e-06
"5652","PRSS8","protease, serine 8",1.92930137554725e-06
"3423","IDS","iduronate 2-sulfatase",1.93161989225921e-06
"51295","ECSIT","ECSIT signalling integrator",1.93277621873822e-06
"57504","MTA3","metastasis associated 1 family member 3",1.93288479199971e-06
"57179","KIAA1191","KIAA1191",1.93472619458568e-06
"153571","C5orf38","chromosome 5 open reading frame 38",1.93944258786161e-06
"120071","LARGE2","LARGE xylosyl- and glucuronyltransferase 2",1.94193777813823e-06
"81563","C1orf21","chromosome 1 open reading frame 21",1.94793391472547e-06
"57110","HRASLS","HRAS like suppressor",1.95050156759358e-06
"3437","IFIT3","interferon induced protein with tetratricopeptide repeats 3",1.95956511239714e-06
"7942","TFEB","transcription factor EB",1.97171531990392e-06
"221749","PXDC1","PX domain containing 1",1.97241389710001e-06
"246","ALOX15","arachidonate 15-lipoxygenase",1.97990198902431e-06
"92154","MTSS1L","MTSS1L, I-BAR domain containing",1.98330774336952e-06
"23291","FBXW11","F-box and WD repeat domain containing 11",1.98747378332698e-06
"3321","IGSF3","immunoglobulin superfamily member 3",1.99514381526988e-06
"3667","IRS1","insulin receptor substrate 1",1.99791458777021e-06
"7107","GPR137B","G protein-coupled receptor 137B",2.00339621536649e-06
"93974","ATPIF1","ATPase inhibitory factor 1",2.00610300671311e-06
"64110","MAGEF1","MAGE family member F1",2.00614391776543e-06
"8440","NCK2","NCK adaptor protein 2",2.01198526683655e-06
"100507246","SNHG16","small nucleolar RNA host gene 16",2.03178851299057e-06
"10965","ACOT2","acyl-CoA thioesterase 2",2.04025994032797e-06
"9500","MAGED1","MAGE family member D1",2.04226593802925e-06
"57553","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3",2.04237426948417e-06
"54836","BSPRY","B-box and SPRY domain containing",2.04405477144398e-06
"22928","SEPHS2","selenophosphate synthetase 2",2.0518668539804e-06
"27185","DISC1","disrupted in schizophrenia 1",2.05638311490119e-06
"10461","MERTK","MER proto-oncogene, tyrosine kinase",2.05777112838312e-06
"317","APAF1","apoptotic peptidase activating factor 1",2.06257578794222e-06
"6523","SLC5A1","solute carrier family 5 member 1",2.07259268036886e-06
"9545","RAB3D","RAB3D, member RAS oncogene family",2.07554446118863e-06
"157922","CAMSAP1","calmodulin regulated spectrin associated protein 1",2.08032380411005e-06
"145788","C15orf65","chromosome 15 open reading frame 65",2.08105591448238e-06
"2260","FGFR1","fibroblast growth factor receptor 1",2.0943353193914e-06
"5071","PRKN","parkin RBR E3 ubiquitin protein ligase",2.10049428828185e-06
"23567","ZNF346","zinc finger protein 346",2.10759756291701e-06
"665","BNIP3L","BCL2 interacting protein 3 like",2.10763319830054e-06
"121274","ZNF641","zinc finger protein 641",2.11069763722538e-06
"7075","TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1",2.11831004137686e-06
"23242","COBL","cordon-bleu WH2 repeat protein",2.126786500245e-06
"114041","B3GALT5-AS1","B3GALT5 antisense RNA 1",2.12718747638618e-06
"9659","PDE4DIP","phosphodiesterase 4D interacting protein",2.12976689706323e-06
"55238","SLC38A7","solute carrier family 38 member 7",2.13088267619899e-06
"23015","GOLGA8A","golgin A8 family member A",2.13843193952457e-06
"56063","TMEM234","transmembrane protein 234",2.14701468825851e-06
"342667","STAC2","SH3 and cysteine rich domain 2",2.14884354132749e-06
"7020","TFAP2A","transcription factor AP-2 alpha",2.15291257266159e-06
"5577","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta",2.15495679434241e-06
"5265","SERPINA1","serpin family A member 1",2.15532791292272e-06
"101060226","NBPF19","NBPF member 19",2.15910053125157e-06
"100128927","ZBTB42","zinc finger and BTB domain containing 42",2.16119221563282e-06
"23604","DAPK2","death associated protein kinase 2",2.16255842611091e-06
"7181","NR2C1","nuclear receptor subfamily 2 group C member 1",2.16648148665399e-06
"3775","KCNK1","potassium two pore domain channel subfamily K member 1",2.16829542099006e-06
"54521","WDR44","WD repeat domain 44",2.16892354398812e-06
"831","CAST","calpastatin",2.17713914074658e-06
"9180","OSMR","oncostatin M receptor",2.17852470574265e-06
"3992","FADS1","fatty acid desaturase 1",2.18558152575987e-06
"93664","CADPS2","calcium dependent secretion activator 2",2.18979151478393e-06
"2037","EPB41L2","erythrocyte membrane protein band 4.1 like 2",2.19770210252435e-06
"79837","PIP4K2C","phosphatidylinositol-5-phosphate 4-kinase type 2 gamma",2.20007447038206e-06
"8938","BAIAP3","BAI1 associated protein 3",2.20311492227232e-06
"55092","TMEM51","transmembrane protein 51",2.21106904274571e-06
"9704","DHX34","DExH-box helicase 34",2.21131395372609e-06
"27173","SLC39A1","solute carrier family 39 member 1",2.21447355319704e-06
"7327","UBE2G2","ubiquitin conjugating enzyme E2 G2",2.21457691274018e-06
"79152","FA2H","fatty acid 2-hydroxylase",2.2164259354529e-06
"10009","ZBTB33","zinc finger and BTB domain containing 33",2.22000166705261e-06
"10181","RBM5","RNA binding motif protein 5",2.22966153717863e-06
"5721","PSME2","proteasome activator subunit 2",2.24065352250058e-06
"64118","DUS1L","dihydrouridine synthase 1 like",2.24796749048739e-06
"83699","SH3BGRL2","SH3 domain binding glutamate rich protein like 2",2.2592773715191e-06
"818","CAMK2G","calcium/calmodulin dependent protein kinase II gamma",2.26087661370222e-06
"8930","MBD4","methyl-CpG binding domain 4, DNA glycosylase",2.26188479202083e-06
"1447","CSN2","casein beta",2.26277215120696e-06
"740","MRPL49","mitochondrial ribosomal protein L49",2.26529417224342e-06
"84864","RIOX2","ribosomal oxygenase 2",2.27172237243778e-06
"10966","RAB40B","RAB40B, member RAS oncogene family",2.27401143981787e-06
"8829","NRP1","neuropilin 1",2.27630970051074e-06
"1184","CLCN5","chloride voltage-gated channel 5",2.28189712403459e-06
"26175","TMEM251","transmembrane protein 251",2.28194174922702e-06
"8704","B4GALT2","beta-1,4-galactosyltransferase 2",2.28588902895233e-06
"105","ADARB2","adenosine deaminase, RNA specific B2 (inactive)",2.28907522359378e-06
"124739","USP43","ubiquitin specific peptidase 43",2.30137526813223e-06
"57568","SIPA1L2","signal induced proliferation associated 1 like 2",2.30317201177499e-06
"5101","PCDH9","protocadherin 9",2.30525982658492e-06
"5827","PXMP2","peroxisomal membrane protein 2",2.31148299789652e-06
"57515","SERINC1","serine incorporator 1",2.31624079782833e-06
"10769","PLK2","polo like kinase 2",2.31823762542049e-06
"25771","TBC1D22A","TBC1 domain family member 22A",2.32233878416643e-06
"56254","RNF20","ring finger protein 20",2.3246757171469e-06
"51114","ZDHHC9","zinc finger DHHC-type containing 9",2.32661011423385e-06
"5705","PSMC5","proteasome 26S subunit, ATPase 5",2.32714560621794e-06
"329","BIRC2","baculoviral IAP repeat containing 2",2.33345298550347e-06
"5326","PLAGL2","PLAG1 like zinc finger 2",2.33370055979787e-06
"7697","ZNF138","zinc finger protein 138",2.33954923078983e-06
"10742","RAI2","retinoic acid induced 2",2.3449887800453e-06
"26035","GLCE","glucuronic acid epimerase",2.34757342121306e-06
"3382","ICA1","islet cell autoantigen 1",2.34989995262502e-06
"90634","N4BP2L1","NEDD4 binding protein 2 like 1",2.35205654730564e-06
"288","ANK3","ankyrin 3",2.36098815764585e-06
"64776","C11orf1","chromosome 11 open reading frame 1",2.36456968494281e-06
"26227","PHGDH","phosphoglycerate dehydrogenase",2.37309990025469e-06
"7113","TMPRSS2","transmembrane protease, serine 2",2.38099793314905e-06
"23214","XPO6","exportin 6",2.3821584438366e-06
"83439","TCF7L1","transcription factor 7 like 1",2.38349073600208e-06
"7082","TJP1","tight junction protein 1",2.38365481552982e-06
"5303","PIN4","peptidylprolyl cis/trans isomerase, NIMA-interacting 4",2.38510768990619e-06
"9328","GTF3C5","general transcription factor IIIC subunit 5",2.38881910297195e-06
"202915","TMEM184A","transmembrane protein 184A",2.39411464053596e-06
"9895","TECPR2","tectonin beta-propeller repeat containing 2",2.39784466993243e-06
"965","CD58","CD58 molecule",2.40080321223246e-06
"323","APBB2","amyloid beta precursor protein binding family B member 2",2.40110744198496e-06
"114879","OSBPL5","oxysterol binding protein like 5",2.40668542672573e-06
"54894","RNF43","ring finger protein 43",2.4108800267264e-06
"25966","C2CD2","C2 calcium dependent domain containing 2",2.41098197761858e-06
"64764","CREB3L2","cAMP responsive element binding protein 3 like 2",2.41354328567311e-06
"122809","SOCS4","suppressor of cytokine signaling 4",2.4161270388845e-06
"1185","CLCN6","chloride voltage-gated channel 6",2.41863205463488e-06
"51011","FAHD2A","fumarylacetoacetate hydrolase domain containing 2A",2.42132546257601e-06
"8470","SORBS2","sorbin and SH3 domain containing 2",2.421766555738e-06
"1876","E2F6","E2F transcription factor 6",2.42722601384582e-06
"29062","WDR91","WD repeat domain 91",2.43375765140996e-06
"9122","SLC16A4","solute carrier family 16 member 4",2.4370680666852e-06
"3991","LIPE","lipase E, hormone sensitive type",2.44235635427081e-06
"388650","FAM69A","family with sequence similarity 69 member A",2.44973912044699e-06
"79712","GTDC1","glycosyltransferase like domain containing 1",2.45327555625785e-06
"27086","FOXP1","forkhead box P1",2.46188570662831e-06
"8877","SPHK1","sphingosine kinase 1",2.46624212363322e-06
"79582","SPAG16","sperm associated antigen 16",2.46884245891366e-06
"1397","CRIP2","cysteine rich protein 2",2.47385303031589e-06
"7566","ZNF18","zinc finger protein 18",2.47450686940986e-06
"64760","FAM160B2","family with sequence similarity 160 member B2",2.47753711657417e-06
"36","ACADSB","acyl-CoA dehydrogenase, short/branched chain",2.48446476935893e-06
"302","ANXA2","annexin A2",2.48630694932306e-06
"53339","BTBD1","BTB domain containing 1",2.48690873494439e-06
"146433","IL34","interleukin 34",2.48755349241403e-06
"285613","RELL2","RELT like 2",2.48850680395485e-06
"57547","ZNF624","zinc finger protein 624",2.49835806442888e-06
"56920","SEMA3G","semaphorin 3G",2.49978686206465e-06
"4216","MAP3K4","mitogen-activated protein kinase kinase kinase 4",2.50413870439559e-06
"27336","HTATSF1","HIV-1 Tat specific factor 1",2.5047750463747e-06
"10658","CELF1","CUGBP Elav-like family member 1",2.50528617484758e-06
"57589","RIC1","RIC1 homolog, RAB6A GEF complex partner 1",2.50790547906554e-06
"57419","SLC24A3","solute carrier family 24 member 3",2.51216583002645e-06
"10838","ZNF275","zinc finger protein 275",2.54272256294819e-06
"5792","PTPRF","protein tyrosine phosphatase, receptor type F",2.54867933913161e-06
"134510","UBLCP1","ubiquitin like domain containing CTD phosphatase 1",2.55025346185267e-06
"6307","MSMO1","methylsterol monooxygenase 1",2.56266128539906e-06
"9140","ATG12","autophagy related 12",2.56824330513439e-06
"5784","PTPN14","protein tyrosine phosphatase, non-receptor type 14",2.5805995569339e-06
"23256","SCFD1","sec1 family domain containing 1",2.58988068191357e-06
"5890","RAD51B","RAD51 paralog B",2.59842080607697e-06
"7325","UBE2E2","ubiquitin conjugating enzyme E2 E2",2.61192565376156e-06
"3665","IRF7","interferon regulatory factor 7",2.61289285197197e-06
"653464","SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C",2.62010527252166e-06
"5663","PSEN1","presenilin 1",2.62183828803053e-06
"552889","ATXN7L3B","ataxin 7 like 3B",2.63771914021937e-06
"91373","UAP1L1","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1",2.63885071261072e-06
"1353","COX11","COX11, cytochrome c oxidase copper chaperone",2.65296564050388e-06
"7159","TP53BP2","tumor protein p53 binding protein 2",2.65623431539019e-06
"254863","TMEM256","transmembrane protein 256",2.66020175754278e-06
"51244","CCDC174","coiled-coil domain containing 174",2.66720256392183e-06
"1948","EFNB2","ephrin B2",2.67764762684752e-06
"1892","ECHS1","enoyl-CoA hydratase, short chain 1",2.68562189043031e-06
"374868","ATP9B","ATPase phospholipid transporting 9B (putative)",2.69583999323864e-06
"81622","UNC93B1","unc-93 homolog B1 (C. elegans)",2.69604273650526e-06
"8711","TNK1","tyrosine kinase non receptor 1",2.70660501300313e-06
"64856","VWA1","von Willebrand factor A domain containing 1",2.70738026586503e-06
"27436","EML4","echinoderm microtubule associated protein like 4",2.71818962338521e-06
"6645","SNTB2","syntrophin beta 2",2.72175211013526e-06
"9586","CREB5","cAMP responsive element binding protein 5",2.7267158084765e-06
"729920","ISPD","isoprenoid synthase domain containing",2.735730861958e-06
"79977","GRHL2","grainyhead like transcription factor 2",2.74648874465377e-06
"3202","HOXA5","homeobox A5",2.75538414284959e-06
"155435","RBM33","RNA binding motif protein 33",2.75857250042755e-06
"1195","CLK1","CDC like kinase 1",2.76343474725493e-06
"57185","NIPAL3","NIPA like domain containing 3",2.76357735962129e-06
"23077","MYCBP2","MYC binding protein 2, E3 ubiquitin protein ligase",2.76640292629082e-06
"1448","CSN3","casein kappa",2.76747941307942e-06
"3655","ITGA6","integrin subunit alpha 6",2.76900149653869e-06
"84985","FAM83A","family with sequence similarity 83 member A",2.77625067168774e-06
"645","BLVRB","biliverdin reductase B",2.77939764314894e-06
"27293","SMPDL3B","sphingomyelin phosphodiesterase acid like 3B",2.78186186142282e-06
"2309","FOXO3","forkhead box O3",2.78344844251155e-06
"11161","ERG28","ergosterol biosynthesis 28 homolog",2.7915130635936e-06
